DayOfWeek,Crimes,avg_temp,NFL_Game_Day,Day,Month,Year
Tuesday,34,19,0,1,9,2009
Tuesday,69,19,0,1,9,2009
Wednesday,38,24,0,2,9,2009
Wednesday,44,24,0,2,9,2009
Wednesday,29,24,0,2,9,2009
Wednesday,54,24,0,2,9,2009
Wednesday,41,24,0,2,9,2009
Wednesday,22,24,0,2,9,2009
Wednesday,21,24,0,2,9,2009
Wednesday,67,24,0,2,9,2009
Wednesday,34,24,0,2,9,2009
Wednesday,61,24,0,2,9,2009
Thursday,43,21,0,3,9,2009
Thursday,37,21,0,3,9,2009
Thursday,30,21,0,3,9,2009
Thursday,40,21,0,3,9,2009
Thursday,43,21,0,3,9,2009
Thursday,15,21,0,3,9,2009
Thursday,17,21,0,3,9,2009
Thursday,60,21,0,3,9,2009
Thursday,29,21,0,3,9,2009
Thursday,45,21,0,3,9,2009
Friday,44,17,0,4,9,2009
Friday,43,17,0,4,9,2009
Friday,29,17,0,4,9,2009
Friday,46,17,0,4,9,2009
Friday,52,17,0,4,9,2009
Friday,22,17,0,4,9,2009
Friday,19,17,0,4,9,2009
Friday,73,17,0,4,9,2009
Friday,31,17,0,4,9,2009
Friday,61,17,0,4,9,2009
Saturday,46,19,0,5,9,2009
Saturday,42,19,0,5,9,2009
Saturday,31,19,0,5,9,2009
Saturday,60,19,0,5,9,2009
Saturday,57,19,0,5,9,2009
Saturday,20,19,0,5,9,2009
Saturday,19,19,0,5,9,2009
Saturday,80,19,0,5,9,2009
Saturday,48,19,0,5,9,2009
Saturday,44,19,0,5,9,2009
Sunday,37,18,0,6,9,2009
Sunday,42,18,0,6,9,2009
Sunday,31,18,0,6,9,2009
Sunday,56,18,0,6,9,2009
Sunday,43,18,0,6,9,2009
Sunday,13,18,0,6,9,2009
Sunday,26,18,0,6,9,2009
Sunday,58,18,0,6,9,2009
Sunday,29,18,0,6,9,2009
Sunday,52,18,0,6,9,2009
Monday,46,19,0,14,9,2009
Monday,27,19,0,14,9,2009
Monday,31,19,0,14,9,2009
Monday,55,19,0,14,9,2009
Monday,48,19,0,14,9,2009
Monday,26,19,0,14,9,2009
Monday,15,19,0,14,9,2009
Monday,87,19,0,14,9,2009
Monday,19,19,0,14,9,2009
Monday,48,19,0,14,9,2009
Tuesday,46,19,0,15,9,2009
Tuesday,26,19,0,15,9,2009
Tuesday,51,19,0,15,9,2009
Tuesday,69,19,0,15,9,2009
Tuesday,39,19,0,15,9,2009
Tuesday,20,19,0,15,9,2009
Tuesday,22,19,0,15,9,2009
Tuesday,98,19,0,15,9,2009
Tuesday,43,19,0,15,9,2009
Tuesday,71,19,0,15,9,2009
Wednesday,37,19,0,16,9,2009
Wednesday,28,19,0,16,9,2009
Wednesday,40,19,0,16,9,2009
Wednesday,64,19,0,16,9,2009
Wednesday,43,19,0,16,9,2009
Wednesday,16,19,0,16,9,2009
Wednesday,25,19,0,16,9,2009
Wednesday,73,19,0,16,9,2009
Wednesday,30,19,0,16,9,2009
Wednesday,52,19,0,16,9,2009
Thursday,52,21,0,17,9,2009
Thursday,46,21,0,17,9,2009
Thursday,56,21,0,17,9,2009
Thursday,45,21,0,17,9,2009
Thursday,29,21,0,17,9,2009
Thursday,25,21,0,17,9,2009
Thursday,23,21,0,17,9,2009
Thursday,87,21,0,17,9,2009
Thursday,35,21,0,17,9,2009
Thursday,56,21,0,17,9,2009
Friday,35,26,0,18,9,2009
Friday,46,26,0,18,9,2009
Friday,40,26,0,18,9,2009
Friday,51,26,0,18,9,2009
Friday,56,26,0,18,9,2009
Friday,22,26,0,18,9,2009
Friday,27,26,0,18,9,2009
Friday,75,26,0,18,9,2009
Friday,42,26,0,18,9,2009
Friday,49,26,0,18,9,2009
Saturday,42,20,0,19,9,2009
Saturday,41,20,0,19,9,2009
Saturday,30,20,0,19,9,2009
Saturday,47,20,0,19,9,2009
Saturday,54,20,0,19,9,2009
Saturday,21,20,0,19,9,2009
Saturday,19,20,0,19,9,2009
Saturday,64,20,0,19,9,2009
Saturday,41,20,0,19,9,2009
Saturday,46,20,0,19,9,2009
Sunday,59,21,1,20,9,2009
Sunday,49,21,1,20,9,2009
Sunday,47,21,1,20,9,2009
Sunday,54,21,1,20,9,2009
Sunday,41,21,1,20,9,2009
Sunday,14,21,1,20,9,2009
Sunday,15,21,1,20,9,2009
Sunday,72,21,1,20,9,2009
Sunday,37,21,1,20,9,2009
Sunday,35,21,1,20,9,2009
Monday,29,16,0,28,9,2009
Monday,37,16,0,28,9,2009
Monday,22,16,0,28,9,2009
Monday,37,16,0,28,9,2009
Monday,33,16,0,28,9,2009
Monday,14,16,0,28,9,2009
Monday,27,16,0,28,9,2009
Monday,67,16,0,28,9,2009
Monday,23,16,0,28,9,2009
Monday,48,16,0,28,9,2009
Tuesday,42,16,0,29,9,2009
Tuesday,45,16,0,29,9,2009
Tuesday,44,16,0,29,9,2009
Tuesday,56,16,0,29,9,2009
Tuesday,60,16,0,29,9,2009
Tuesday,15,16,0,29,9,2009
Tuesday,14,16,0,29,9,2009
Tuesday,75,16,0,29,9,2009
Tuesday,33,16,0,29,9,2009
Tuesday,38,16,0,29,9,2009
Wednesday,37,16,0,30,9,2009
Wednesday,31,16,0,30,9,2009
Wednesday,32,16,0,30,9,2009
Wednesday,60,16,0,30,9,2009
Wednesday,56,16,0,30,9,2009
Wednesday,17,16,0,30,9,2009
Wednesday,16,16,0,30,9,2009
Wednesday,50,16,0,30,9,2009
Wednesday,24,16,0,30,9,2009
Wednesday,51,16,0,30,9,2009
Thursday,57,19,0,1,10,2009
Thursday,47,19,0,1,10,2009
Thursday,56,19,0,1,10,2009
Thursday,44,19,0,1,10,2009
Thursday,41,19,0,1,10,2009
Thursday,17,19,0,1,10,2009
Thursday,21,19,0,1,10,2009
Thursday,76,19,0,1,10,2009
Thursday,44,19,0,1,10,2009
Thursday,49,19,0,1,10,2009
Friday,42,18,0,2,10,2009
Friday,35,18,0,2,10,2009
Friday,37,18,0,2,10,2009
Friday,57,18,0,2,10,2009
Friday,37,18,0,2,10,2009
Friday,32,18,0,2,10,2009
Friday,20,18,0,2,10,2009
Friday,83,18,0,2,10,2009
Friday,34,18,0,2,10,2009
Friday,46,18,0,2,10,2009
Saturday,41,14,0,3,10,2009
Saturday,41,14,0,3,10,2009
Saturday,27,14,0,3,10,2009
Saturday,67,14,0,3,10,2009
Saturday,65,14,0,3,10,2009
Saturday,17,14,0,3,10,2009
Saturday,27,14,0,3,10,2009
Saturday,80,14,0,3,10,2009
Saturday,27,14,0,3,10,2009
Saturday,40,14,0,3,10,2009
Sunday,42,13,1,4,10,2009
Sunday,43,13,1,4,10,2009
Sunday,31,13,1,4,10,2009
Sunday,47,13,1,4,10,2009
Sunday,46,13,1,4,10,2009
Sunday,21,13,1,4,10,2009
Sunday,18,13,1,4,10,2009
Sunday,54,13,1,4,10,2009
Sunday,18,13,1,4,10,2009
Sunday,35,13,1,4,10,2009
Monday,41,17,0,12,10,2009
Monday,21,17,0,12,10,2009
Monday,28,17,0,12,10,2009
Monday,59,17,0,12,10,2009
Monday,52,17,0,12,10,2009
Monday,14,17,0,12,10,2009
Monday,13,17,0,12,10,2009
Monday,73,17,0,12,10,2009
Monday,21,17,0,12,10,2009
Monday,31,17,0,12,10,2009
Tuesday,24,17,0,13,10,2009
Tuesday,31,17,0,13,10,2009
Tuesday,29,17,0,13,10,2009
Tuesday,43,17,0,13,10,2009
Tuesday,44,17,0,13,10,2009
Tuesday,18,17,0,13,10,2009
Tuesday,17,17,0,13,10,2009
Tuesday,55,17,0,13,10,2009
Tuesday,16,17,0,13,10,2009
Tuesday,31,17,0,13,10,2009
Wednesday,42,20,0,14,10,2009
Wednesday,29,20,0,14,10,2009
Wednesday,43,20,0,14,10,2009
Wednesday,48,20,0,14,10,2009
Wednesday,57,20,0,14,10,2009
Wednesday,17,20,0,14,10,2009
Wednesday,24,20,0,14,10,2009
Wednesday,64,20,0,14,10,2009
Wednesday,31,20,0,14,10,2009
Wednesday,56,20,0,14,10,2009
Thursday,23,20,0,15,10,2009
Thursday,49,20,0,15,10,2009
Thursday,27,20,0,15,10,2009
Thursday,51,20,0,15,10,2009
Thursday,50,20,0,15,10,2009
Thursday,12,20,0,15,10,2009
Thursday,27,20,0,15,10,2009
Thursday,65,20,0,15,10,2009
Thursday,31,20,0,15,10,2009
Thursday,31,20,0,15,10,2009
Friday,46,20,0,16,10,2009
Friday,56,20,0,16,10,2009
Friday,40,20,0,16,10,2009
Friday,62,20,0,16,10,2009
Friday,34,20,0,16,10,2009
Friday,16,20,0,16,10,2009
Friday,28,20,0,16,10,2009
Friday,66,20,0,16,10,2009
Friday,30,20,0,16,10,2009
Friday,25,20,0,16,10,2009
Saturday,39,19,0,17,10,2009
Saturday,40,19,0,17,10,2009
Saturday,51,19,0,17,10,2009
Saturday,51,19,0,17,10,2009
Saturday,45,19,0,17,10,2009
Saturday,28,19,0,17,10,2009
Saturday,20,19,0,17,10,2009
Saturday,74,19,0,17,10,2009
Saturday,26,19,0,17,10,2009
Saturday,39,19,0,17,10,2009
Sunday,16,16,0,18,10,2009
Sunday,33,16,0,18,10,2009
Sunday,50,16,0,18,10,2009
Sunday,28,16,0,18,10,2009
Sunday,59,16,0,18,10,2009
Sunday,20,16,0,18,10,2009
Sunday,25,16,0,18,10,2009
Sunday,53,16,0,18,10,2009
Sunday,19,16,0,18,10,2009
Sunday,29,16,0,18,10,2009
Monday,26,17,0,26,10,2009
Monday,36,17,0,26,10,2009
Monday,31,17,0,26,10,2009
Monday,32,17,0,26,10,2009
Monday,43,17,0,26,10,2009
Monday,23,17,0,26,10,2009
Monday,16,17,0,26,10,2009
Monday,85,17,0,26,10,2009
Monday,29,17,0,26,10,2009
Monday,62,17,0,26,10,2009
Tuesday,43,15,0,27,10,2009
Tuesday,25,15,0,27,10,2009
Tuesday,47,15,0,27,10,2009
Tuesday,67,15,0,27,10,2009
Tuesday,37,15,0,27,10,2009
Tuesday,25,15,0,27,10,2009
Tuesday,14,15,0,27,10,2009
Tuesday,76,15,0,27,10,2009
Tuesday,33,15,0,27,10,2009
Tuesday,50,15,0,27,10,2009
Wednesday,45,15,0,28,10,2009
Wednesday,27,15,0,28,10,2009
Wednesday,52,15,0,28,10,2009
Wednesday,48,15,0,28,10,2009
Wednesday,37,15,0,28,10,2009
Wednesday,17,15,0,28,10,2009
Wednesday,19,15,0,28,10,2009
Wednesday,53,15,0,28,10,2009
Wednesday,27,15,0,28,10,2009
Wednesday,37,15,0,28,10,2009
Thursday,28,15,0,29,10,2009
Thursday,34,15,0,29,10,2009
Thursday,37,15,0,29,10,2009
Thursday,50,15,0,29,10,2009
Thursday,40,15,0,29,10,2009
Thursday,23,15,0,29,10,2009
Thursday,22,15,0,29,10,2009
Thursday,59,15,0,29,10,2009
Thursday,32,15,0,29,10,2009
Thursday,49,15,0,29,10,2009
Friday,39,17,0,30,10,2009
Friday,40,17,0,30,10,2009
Friday,31,17,0,30,10,2009
Friday,61,17,0,30,10,2009
Friday,47,17,0,30,10,2009
Friday,15,17,0,30,10,2009
Friday,21,17,0,30,10,2009
Friday,71,17,0,30,10,2009
Friday,34,17,0,30,10,2009
Friday,41,17,0,30,10,2009
Saturday,54,16,0,31,10,2009
Saturday,31,16,0,31,10,2009
Saturday,23,16,0,31,10,2009
Saturday,61,16,0,31,10,2009
Saturday,50,16,0,31,10,2009
Saturday,28,16,0,31,10,2009
Saturday,28,16,0,31,10,2009
Saturday,69,16,0,31,10,2009
Saturday,26,16,0,31,10,2009
Saturday,39,16,0,31,10,2009
Sunday,43,17,1,1,11,2009
Sunday,61,17,1,1,11,2009
Sunday,57,17,1,1,11,2009
Sunday,58,17,1,1,11,2009
Sunday,67,17,1,1,11,2009
Sunday,30,17,1,1,11,2009
Sunday,28,17,1,1,11,2009
Sunday,60,17,1,1,11,2009
Sunday,35,17,1,1,11,2009
Sunday,63,17,1,1,11,2009
Monday,36,13,0,9,11,2009
Monday,23,13,0,9,11,2009
Monday,30,13,0,9,11,2009
Monday,61,13,0,9,11,2009
Monday,37,13,0,9,11,2009
Monday,19,13,0,9,11,2009
Monday,6,13,0,9,11,2009
Monday,58,13,0,9,11,2009
Monday,33,13,0,9,11,2009
Monday,31,13,0,9,11,2009
Tuesday,44,14,0,10,11,2009
Tuesday,23,14,0,10,11,2009
Tuesday,45,14,0,10,11,2009
Tuesday,43,14,0,10,11,2009
Tuesday,28,14,0,10,11,2009
Tuesday,22,14,0,10,11,2009
Tuesday,13,14,0,10,11,2009
Tuesday,79,14,0,10,11,2009
Tuesday,41,14,0,10,11,2009
Tuesday,48,14,0,10,11,2009
Wednesday,43,15,0,11,11,2009
Wednesday,30,15,0,11,11,2009
Wednesday,32,15,0,11,11,2009
Wednesday,59,15,0,11,11,2009
Wednesday,41,15,0,11,11,2009
Wednesday,17,15,0,11,11,2009
Wednesday,27,15,0,11,11,2009
Wednesday,89,15,0,11,11,2009
Wednesday,29,15,0,11,11,2009
Wednesday,65,15,0,11,11,2009
Thursday,50,14,1,12,11,2009
Thursday,33,14,1,12,11,2009
Thursday,25,14,1,12,11,2009
Thursday,56,14,1,12,11,2009
Thursday,35,14,1,12,11,2009
Thursday,18,14,1,12,11,2009
Thursday,10,14,1,12,11,2009
Thursday,53,14,1,12,11,2009
Thursday,22,14,1,12,11,2009
Thursday,58,14,1,12,11,2009
Friday,42,12,0,13,11,2009
Friday,43,12,0,13,11,2009
Friday,32,12,0,13,11,2009
Friday,54,12,0,13,11,2009
Friday,46,12,0,13,11,2009
Friday,21,12,0,13,11,2009
Friday,19,12,0,13,11,2009
Friday,82,12,0,13,11,2009
Friday,41,12,0,13,11,2009
Friday,24,12,0,13,11,2009
Saturday,34,13,0,14,11,2009
Saturday,37,13,0,14,11,2009
Saturday,16,13,0,14,11,2009
Saturday,64,13,0,14,11,2009
Saturday,23,13,0,14,11,2009
Saturday,31,13,0,14,11,2009
Saturday,19,13,0,14,11,2009
Saturday,53,13,0,14,11,2009
Saturday,19,13,0,14,11,2009
Saturday,49,13,0,14,11,2009
Sunday,41,12,0,15,11,2009
Sunday,45,12,0,15,11,2009
Sunday,24,12,0,15,11,2009
Sunday,55,12,0,15,11,2009
Sunday,41,12,0,15,11,2009
Sunday,22,12,0,15,11,2009
Sunday,14,12,0,15,11,2009
Sunday,54,12,0,15,11,2009
Sunday,32,12,0,15,11,2009
Sunday,37,12,0,15,11,2009
Monday,33,12,0,23,11,2009
Monday,37,12,0,23,11,2009
Monday,30,12,0,23,11,2009
Monday,46,12,0,23,11,2009
Monday,57,12,0,23,11,2009
Monday,36,12,0,23,11,2009
Monday,9,12,0,23,11,2009
Monday,69,12,0,23,11,2009
Monday,24,12,0,23,11,2009
Monday,51,12,0,23,11,2009
Tuesday,47,14,0,24,11,2009
Tuesday,39,14,0,24,11,2009
Tuesday,29,14,0,24,11,2009
Tuesday,50,14,0,24,11,2009
Tuesday,55,14,0,24,11,2009
Tuesday,20,14,0,24,11,2009
Tuesday,26,14,0,24,11,2009
Tuesday,78,14,0,24,11,2009
Tuesday,18,14,0,24,11,2009
Tuesday,48,14,0,24,11,2009
Wednesday,60,14,0,25,11,2009
Wednesday,30,14,0,25,11,2009
Wednesday,26,14,0,25,11,2009
Wednesday,44,14,0,25,11,2009
Wednesday,37,14,0,25,11,2009
Wednesday,23,14,0,25,11,2009
Wednesday,18,14,0,25,11,2009
Wednesday,71,14,0,25,11,2009
Wednesday,22,14,0,25,11,2009
Wednesday,48,14,0,25,11,2009
Thursday,23,12,0,26,11,2009
Thursday,25,12,0,26,11,2009
Thursday,31,12,0,26,11,2009
Thursday,26,12,0,26,11,2009
Thursday,41,12,0,26,11,2009
Thursday,17,12,0,26,11,2009
Thursday,15,12,0,26,11,2009
Thursday,55,12,0,26,11,2009
Thursday,23,12,0,26,11,2009
Thursday,22,12,0,26,11,2009
Friday,38,12,0,27,11,2009
Friday,28,12,0,27,11,2009
Friday,13,12,0,27,11,2009
Friday,38,12,0,27,11,2009
Friday,41,12,0,27,11,2009
Friday,17,12,0,27,11,2009
Friday,11,12,0,27,11,2009
Friday,63,12,0,27,11,2009
Friday,20,12,0,27,11,2009
Friday,24,12,0,27,11,2009
Saturday,28,14,0,28,11,2009
Saturday,31,14,0,28,11,2009
Saturday,42,14,0,28,11,2009
Saturday,47,14,0,28,11,2009
Saturday,38,14,0,28,11,2009
Saturday,21,14,0,28,11,2009
Saturday,19,14,0,28,11,2009
Saturday,67,14,0,28,11,2009
Saturday,20,14,0,28,11,2009
Saturday,47,14,0,28,11,2009
Sunday,36,15,1,29,11,2009
Sunday,35,15,1,29,11,2009
Sunday,24,15,1,29,11,2009
Sunday,61,15,1,29,11,2009
Sunday,42,15,1,29,11,2009
Sunday,16,15,1,29,11,2009
Sunday,18,15,1,29,11,2009
Sunday,52,15,1,29,11,2009
Sunday,19,15,1,29,11,2009
Sunday,38,15,1,29,11,2009
Monday,34,6,0,7,12,2009
Monday,26,6,0,7,12,2009
Monday,51,6,0,7,12,2009
Monday,43,6,0,7,12,2009
Monday,38,6,0,7,12,2009
Monday,22,6,0,7,12,2009
Monday,15,6,0,7,12,2009
Monday,49,6,0,7,12,2009
Monday,33,6,0,7,12,2009
Monday,30,6,0,7,12,2009
Tuesday,36,5,0,8,12,2009
Tuesday,33,5,0,8,12,2009
Tuesday,36,5,0,8,12,2009
Tuesday,43,5,0,8,12,2009
Tuesday,41,5,0,8,12,2009
Tuesday,17,5,0,8,12,2009
Tuesday,21,5,0,8,12,2009
Tuesday,34,5,0,8,12,2009
Tuesday,23,5,0,8,12,2009
Tuesday,38,5,0,8,12,2009
Wednesday,30,5,0,9,12,2009
Wednesday,33,5,0,9,12,2009
Wednesday,36,5,0,9,12,2009
Wednesday,53,5,0,9,12,2009
Wednesday,39,5,0,9,12,2009
Wednesday,14,5,0,9,12,2009
Wednesday,16,5,0,9,12,2009
Wednesday,63,5,0,9,12,2009
Wednesday,19,5,0,9,12,2009
Wednesday,35,5,0,9,12,2009
Thursday,46,8,0,10,12,2009
Thursday,26,8,0,10,12,2009
Thursday,26,8,0,10,12,2009
Thursday,29,8,0,10,12,2009
Thursday,32,8,0,10,12,2009
Thursday,21,8,0,10,12,2009
Thursday,13,8,0,10,12,2009
Thursday,54,8,0,10,12,2009
Thursday,27,8,0,10,12,2009
Thursday,33,8,0,10,12,2009
Friday,40,9,0,11,12,2009
Friday,32,9,0,11,12,2009
Friday,29,9,0,11,12,2009
Friday,52,9,0,11,12,2009
Friday,33,9,0,11,12,2009
Friday,22,9,0,11,12,2009
Friday,12,9,0,11,12,2009
Friday,55,9,0,11,12,2009
Friday,21,9,0,11,12,2009
Friday,29,9,0,11,12,2009
Saturday,37,10,0,12,12,2009
Saturday,30,10,0,12,12,2009
Saturday,27,10,0,12,12,2009
Saturday,51,10,0,12,12,2009
Saturday,35,10,0,12,12,2009
Saturday,11,10,0,12,12,2009
Saturday,24,10,0,12,12,2009
Saturday,62,10,0,12,12,2009
Saturday,20,10,0,12,12,2009
Saturday,29,10,0,12,12,2009
Sunday,37,12,0,13,12,2009
Sunday,32,12,0,13,12,2009
Sunday,16,12,0,13,12,2009
Sunday,34,12,0,13,12,2009
Sunday,31,12,0,13,12,2009
Sunday,14,12,0,13,12,2009
Sunday,24,12,0,13,12,2009
Sunday,44,12,0,13,12,2009
Sunday,16,12,0,13,12,2009
Sunday,25,12,0,13,12,2009
Monday,32,12,0,21,12,2009
Monday,35,12,0,21,12,2009
Monday,26,12,0,21,12,2009
Monday,45,12,0,21,12,2009
Monday,48,12,0,21,12,2009
Monday,12,12,0,21,12,2009
Monday,31,12,0,21,12,2009
Monday,52,12,0,21,12,2009
Monday,27,12,0,21,12,2009
Monday,29,12,0,21,12,2009
Tuesday,35,10,0,22,12,2009
Tuesday,35,10,0,22,12,2009
Tuesday,43,10,0,22,12,2009
Tuesday,47,10,0,22,12,2009
Tuesday,56,10,0,22,12,2009
Tuesday,20,10,0,22,12,2009
Tuesday,15,10,0,22,12,2009
Tuesday,66,10,0,22,12,2009
Tuesday,32,10,0,22,12,2009
Tuesday,41,10,0,22,12,2009
Wednesday,49,8,0,23,12,2009
Wednesday,40,8,0,23,12,2009
Wednesday,40,8,0,23,12,2009
Wednesday,47,8,0,23,12,2009
Wednesday,41,8,0,23,12,2009
Wednesday,24,8,0,23,12,2009
Wednesday,16,8,0,23,12,2009
Wednesday,78,8,0,23,12,2009
Wednesday,38,8,0,23,12,2009
Wednesday,43,8,0,23,12,2009
Thursday,31,9,0,24,12,2009
Thursday,32,9,0,24,12,2009
Thursday,29,9,0,24,12,2009
Thursday,33,9,0,24,12,2009
Thursday,29,9,0,24,12,2009
Thursday,22,9,0,24,12,2009
Thursday,23,9,0,24,12,2009
Thursday,56,9,0,24,12,2009
Thursday,21,9,0,24,12,2009
Thursday,37,9,0,24,12,2009
Friday,20,9,0,25,12,2009
Friday,23,9,0,25,12,2009
Friday,17,9,0,25,12,2009
Friday,31,9,0,25,12,2009
Friday,25,9,0,25,12,2009
Friday,15,9,0,25,12,2009
Friday,11,9,0,25,12,2009
Friday,33,9,0,25,12,2009
Friday,25,9,0,25,12,2009
Friday,31,9,0,25,12,2009
Saturday,22,8,0,26,12,2009
Saturday,27,8,0,26,12,2009
Saturday,27,8,0,26,12,2009
Saturday,28,8,0,26,12,2009
Saturday,31,8,0,26,12,2009
Saturday,8,8,0,26,12,2009
Saturday,20,8,0,26,12,2009
Saturday,57,8,0,26,12,2009
Saturday,19,8,0,26,12,2009
Saturday,29,8,0,26,12,2009
Sunday,48,10,1,27,12,2009
Sunday,41,10,1,27,12,2009
Sunday,28,10,1,27,12,2009
Sunday,51,10,1,27,12,2009
Sunday,37,10,1,27,12,2009
Sunday,18,10,1,27,12,2009
Sunday,19,10,1,27,12,2009
Sunday,70,10,1,27,12,2009
Sunday,20,10,1,27,12,2009
Sunday,18,10,1,27,12,2009
Monday,33,11,0,11,1,2010
Monday,26,11,0,11,1,2010
Monday,37,11,0,11,1,2010
Monday,62,11,0,11,1,2010
Monday,50,11,0,11,1,2010
Monday,25,11,0,11,1,2010
Monday,17,11,0,11,1,2010
Monday,48,11,0,11,1,2010
Monday,30,11,0,11,1,2010
Monday,33,11,0,11,1,2010
Tuesday,39,14,0,12,1,2010
Tuesday,34,14,0,12,1,2010
Tuesday,30,14,0,12,1,2010
Tuesday,49,14,0,12,1,2010
Tuesday,35,14,0,12,1,2010
Tuesday,31,14,0,12,1,2010
Tuesday,21,14,0,12,1,2010
Tuesday,54,14,0,12,1,2010
Tuesday,31,14,0,12,1,2010
Tuesday,46,14,0,12,1,2010
Wednesday,40,13,0,13,1,2010
Wednesday,20,13,0,13,1,2010
Wednesday,24,13,0,13,1,2010
Wednesday,53,13,0,13,1,2010
Wednesday,57,13,0,13,1,2010
Wednesday,32,13,0,13,1,2010
Wednesday,27,13,0,13,1,2010
Wednesday,60,13,0,13,1,2010
Wednesday,30,13,0,13,1,2010
Wednesday,46,13,0,13,1,2010
Thursday,55,11,0,14,1,2010
Thursday,29,11,0,14,1,2010
Thursday,30,11,0,14,1,2010
Thursday,48,11,0,14,1,2010
Thursday,53,11,0,14,1,2010
Thursday,17,11,0,14,1,2010
Thursday,28,11,0,14,1,2010
Thursday,75,11,0,14,1,2010
Thursday,28,11,0,14,1,2010
Thursday,42,11,0,14,1,2010
Friday,39,10,0,15,1,2010
Friday,28,10,0,15,1,2010
Friday,31,10,0,15,1,2010
Friday,92,10,0,15,1,2010
Friday,52,10,0,15,1,2010
Friday,22,10,0,15,1,2010
Friday,28,10,0,15,1,2010
Friday,88,10,0,15,1,2010
Friday,42,10,0,15,1,2010
Friday,32,10,0,15,1,2010
Saturday,35,11,0,16,1,2010
Saturday,35,11,0,16,1,2010
Saturday,37,11,0,16,1,2010
Saturday,50,11,0,16,1,2010
Saturday,43,11,0,16,1,2010
Saturday,18,11,0,16,1,2010
Saturday,19,11,0,16,1,2010
Saturday,82,11,0,16,1,2010
Saturday,24,11,0,16,1,2010
Saturday,52,11,0,16,1,2010
Sunday,48,12,0,17,1,2010
Sunday,34,12,0,17,1,2010
Sunday,30,12,0,17,1,2010
Sunday,28,12,0,17,1,2010
Sunday,36,12,0,17,1,2010
Sunday,16,12,0,17,1,2010
Sunday,6,12,0,17,1,2010
Sunday,75,12,0,17,1,2010
Sunday,16,12,0,17,1,2010
Sunday,29,12,0,17,1,2010
Monday,48,12,0,25,1,2010
Monday,22,12,0,25,1,2010
Monday,31,12,0,25,1,2010
Monday,40,12,0,25,1,2010
Monday,47,12,0,25,1,2010
Monday,19,12,0,25,1,2010
Monday,15,12,0,25,1,2010
Monday,85,12,0,25,1,2010
Monday,45,12,0,25,1,2010
Monday,41,12,0,25,1,2010
Tuesday,58,10,0,26,1,2010
Tuesday,22,10,0,26,1,2010
Tuesday,43,10,0,26,1,2010
Tuesday,39,10,0,26,1,2010
Tuesday,33,10,0,26,1,2010
Tuesday,14,10,0,26,1,2010
Tuesday,22,10,0,26,1,2010
Tuesday,48,10,0,26,1,2010
Tuesday,23,10,0,26,1,2010
Tuesday,40,10,0,26,1,2010
Wednesday,54,9,0,27,1,2010
Wednesday,25,9,0,27,1,2010
Wednesday,50,9,0,27,1,2010
Wednesday,75,9,0,27,1,2010
Wednesday,24,9,0,27,1,2010
Wednesday,26,9,0,27,1,2010
Wednesday,21,9,0,27,1,2010
Wednesday,63,9,0,27,1,2010
Wednesday,34,9,0,27,1,2010
Wednesday,45,9,0,27,1,2010
Thursday,40,11,0,28,1,2010
Thursday,25,11,0,28,1,2010
Thursday,31,11,0,28,1,2010
Thursday,61,11,0,28,1,2010
Thursday,37,11,0,28,1,2010
Thursday,19,11,0,28,1,2010
Thursday,18,11,0,28,1,2010
Thursday,62,11,0,28,1,2010
Thursday,22,11,0,28,1,2010
Thursday,30,11,0,28,1,2010
Friday,24,12,0,29,1,2010
Friday,33,12,0,29,1,2010
Friday,40,12,0,29,1,2010
Friday,50,12,0,29,1,2010
Friday,43,12,0,29,1,2010
Friday,12,12,0,29,1,2010
Friday,28,12,0,29,1,2010
Friday,77,12,0,29,1,2010
Friday,33,12,0,29,1,2010
Friday,33,12,0,29,1,2010
Saturday,12,11,0,30,1,2010
Saturday,37,11,0,30,1,2010
Saturday,22,11,0,30,1,2010
Saturday,55,11,0,30,1,2010
Saturday,46,11,0,30,1,2010
Saturday,12,11,0,30,1,2010
Saturday,20,11,0,30,1,2010
Saturday,71,11,0,30,1,2010
Saturday,16,11,0,30,1,2010
Saturday,29,11,0,30,1,2010
Sunday,32,11,0,31,1,2010
Sunday,32,11,0,31,1,2010
Sunday,22,11,0,31,1,2010
Sunday,43,11,0,31,1,2010
Sunday,31,11,0,31,1,2010
Sunday,13,11,0,31,1,2010
Sunday,15,11,0,31,1,2010
Sunday,51,11,0,31,1,2010
Sunday,25,11,0,31,1,2010
Sunday,33,11,0,31,1,2010
Monday,42,11,0,8,2,2010
Monday,22,11,0,8,2,2010
Monday,29,11,0,8,2,2010
Monday,45,11,0,8,2,2010
Monday,37,11,0,8,2,2010
Monday,18,11,0,8,2,2010
Monday,14,11,0,8,2,2010
Monday,60,11,0,8,2,2010
Monday,15,11,0,8,2,2010
Monday,29,11,0,8,2,2010
Tuesday,51,11,0,9,2,2010
Tuesday,37,11,0,9,2,2010
Tuesday,30,11,0,9,2,2010
Tuesday,55,11,0,9,2,2010
Tuesday,22,11,0,9,2,2010
Tuesday,24,11,0,9,2,2010
Tuesday,14,11,0,9,2,2010
Tuesday,62,11,0,9,2,2010
Tuesday,21,11,0,9,2,2010
Tuesday,51,11,0,9,2,2010
Wednesday,48,11,0,10,2,2010
Wednesday,35,11,0,10,2,2010
Wednesday,45,11,0,10,2,2010
