Dates,PdDistrict,DayOfWeek,Crimes,avg_temp,NFL_Game_Day,Day,Month,Year
2007-07-26,BAYVIEW,Thursday,29,18,0,26,7,2007
2007-07-26,CENTRAL,Thursday,54,18,0,26,7,2007
2007-07-26,INGLESIDE,Thursday,39,18,0,26,7,2007
2007-07-26,MISSION,Thursday,42,18,0,26,7,2007
2007-07-26,NORTHERN,Thursday,44,18,0,26,7,2007
2007-07-26,PARK,Thursday,22,18,0,26,7,2007
2007-07-26,RICHMOND,Thursday,18,18,0,26,7,2007
2007-07-26,SOUTHERN,Thursday,92,18,0,26,7,2007
2007-07-26,TARAVAL,Thursday,34,18,0,26,7,2007
2007-07-26,TENDERLOIN,Thursday,38,18,0,26,7,2007
2007-07-27,BAYVIEW,Friday,43,17,0,27,7,2007
2007-07-27,CENTRAL,Friday,43,17,0,27,7,2007
2007-07-27,INGLESIDE,Friday,26,17,0,27,7,2007
2007-07-27,MISSION,Friday,53,17,0,27,7,2007
2007-07-27,NORTHERN,Friday,40,17,0,27,7,2007
2007-07-27,PARK,Friday,24,17,0,27,7,2007
2007-07-27,RICHMOND,Friday,18,17,0,27,7,2007
2007-07-27,SOUTHERN,Friday,77,17,0,27,7,2007
2007-07-27,TARAVAL,Friday,33,17,0,27,7,2007
2007-07-27,TENDERLOIN,Friday,50,17,0,27,7,2007
2007-07-28,BAYVIEW,Saturday,32,17,0,28,7,2007
2007-07-28,CENTRAL,Saturday,40,17,0,28,7,2007
2007-07-28,INGLESIDE,Saturday,30,17,0,28,7,2007
2007-07-28,MISSION,Saturday,60,17,0,28,7,2007
2007-07-28,NORTHERN,Saturday,46,17,0,28,7,2007
2007-07-28,PARK,Saturday,23,17,0,28,7,2007
2007-07-28,RICHMOND,Saturday,19,17,0,28,7,2007
2007-07-28,SOUTHERN,Saturday,69,17,0,28,7,2007
2007-07-28,TARAVAL,Saturday,24,17,0,28,7,2007
2007-07-28,TENDERLOIN,Saturday,46,17,0,28,7,2007
2007-07-29,BAYVIEW,Sunday,40,17,0,29,7,2007
2007-07-29,CENTRAL,Sunday,36,17,0,29,7,2007
2007-07-29,INGLESIDE,Sunday,28,17,0,29,7,2007
2007-07-29,MISSION,Sunday,45,17,0,29,7,2007
2007-07-29,NORTHERN,Sunday,50,17,0,29,7,2007
2007-07-29,PARK,Sunday,17,17,0,29,7,2007
2007-07-29,RICHMOND,Sunday,31,17,0,29,7,2007
2007-07-29,SOUTHERN,Sunday,73,17,0,29,7,2007
2007-07-29,TARAVAL,Sunday,18,17,0,29,7,2007
2007-07-29,TENDERLOIN,Sunday,44,17,0,29,7,2007
2007-08-06,BAYVIEW,Monday,24,16,0,6,8,2007
2007-08-06,CENTRAL,Monday,35,16,0,6,8,2007
2007-08-06,INGLESIDE,Monday,28,16,0,6,8,2007
2007-08-06,MISSION,Monday,57,16,0,6,8,2007
2007-08-06,NORTHERN,Monday,34,16,0,6,8,2007
2007-08-06,PARK,Monday,28,16,0,6,8,2007
2007-08-06,RICHMOND,Monday,13,16,0,6,8,2007
2007-08-06,SOUTHERN,Monday,62,16,0,6,8,2007
2007-08-06,TARAVAL,Monday,25,16,0,6,8,2007
2007-08-06,TENDERLOIN,Monday,33,16,0,6,8,2007
2007-08-07,BAYVIEW,Tuesday,35,17,0,7,8,2007
2007-08-07,CENTRAL,Tuesday,24,17,0,7,8,2007
2007-08-07,INGLESIDE,Tuesday,25,17,0,7,8,2007
2007-08-07,MISSION,Tuesday,39,17,0,7,8,2007
2007-08-07,NORTHERN,Tuesday,54,17,0,7,8,2007
2007-08-07,PARK,Tuesday,10,17,0,7,8,2007
2007-08-07,RICHMOND,Tuesday,20,17,0,7,8,2007
2007-08-07,SOUTHERN,Tuesday,74,17,0,7,8,2007
2007-08-07,TARAVAL,Tuesday,21,17,0,7,8,2007
2007-08-07,TENDERLOIN,Tuesday,42,17,0,7,8,2007
2007-08-08,BAYVIEW,Wednesday,38,17,0,8,8,2007
2007-08-08,CENTRAL,Wednesday,31,17,0,8,8,2007
2007-08-08,INGLESIDE,Wednesday,20,17,0,8,8,2007
2007-08-08,MISSION,Wednesday,38,17,0,8,8,2007
2007-08-08,NORTHERN,Wednesday,51,17,0,8,8,2007
2007-08-08,PARK,Wednesday,14,17,0,8,8,2007
2007-08-08,RICHMOND,Wednesday,15,17,0,8,8,2007
2007-08-08,SOUTHERN,Wednesday,81,17,0,8,8,2007
2007-08-08,TARAVAL,Wednesday,24,17,0,8,8,2007
2007-08-08,TENDERLOIN,Wednesday,25,17,0,8,8,2007
2007-08-09,BAYVIEW,Thursday,35,18,0,9,8,2007
2007-08-09,CENTRAL,Thursday,38,18,0,9,8,2007
2007-08-09,INGLESIDE,Thursday,40,18,0,9,8,2007
2007-08-09,MISSION,Thursday,41,18,0,9,8,2007
2007-08-09,NORTHERN,Thursday,43,18,0,9,8,2007
2007-08-09,PARK,Thursday,33,18,0,9,8,2007
2007-08-09,RICHMOND,Thursday,19,18,0,9,8,2007
2007-08-09,SOUTHERN,Thursday,60,18,0,9,8,2007
2007-08-09,TARAVAL,Thursday,30,18,0,9,8,2007
2007-08-09,TENDERLOIN,Thursday,49,18,0,9,8,2007
2007-08-10,BAYVIEW,Friday,42,18,0,10,8,2007
2007-08-10,CENTRAL,Friday,39,18,0,10,8,2007
2007-08-10,INGLESIDE,Friday,30,18,0,10,8,2007
2007-08-10,MISSION,Friday,56,18,0,10,8,2007
2007-08-10,NORTHERN,Friday,58,18,0,10,8,2007
2007-08-10,PARK,Friday,17,18,0,10,8,2007
2007-08-10,RICHMOND,Friday,23,18,0,10,8,2007
2007-08-10,SOUTHERN,Friday,85,18,0,10,8,2007
2007-08-10,TARAVAL,Friday,20,18,0,10,8,2007
2007-08-10,TENDERLOIN,Friday,23,18,0,10,8,2007
2007-08-11,BAYVIEW,Saturday,51,16,0,11,8,2007
2007-08-11,CENTRAL,Saturday,30,16,0,11,8,2007
2007-08-11,INGLESIDE,Saturday,35,16,0,11,8,2007
2007-08-11,MISSION,Saturday,61,16,0,11,8,2007
2007-08-11,NORTHERN,Saturday,62,16,0,11,8,2007
2007-08-11,PARK,Saturday,23,16,0,11,8,2007
2007-08-11,RICHMOND,Saturday,15,16,0,11,8,2007
2007-08-11,SOUTHERN,Saturday,55,16,0,11,8,2007
2007-08-11,TARAVAL,Saturday,29,16,0,11,8,2007
2007-08-11,TENDERLOIN,Saturday,44,16,0,11,8,2007
2007-08-12,BAYVIEW,Sunday,39,17,0,12,8,2007
2007-08-12,CENTRAL,Sunday,37,17,0,12,8,2007
2007-08-12,INGLESIDE,Sunday,34,17,0,12,8,2007
2007-08-12,MISSION,Sunday,67,17,0,12,8,2007
2007-08-12,NORTHERN,Sunday,48,17,0,12,8,2007
2007-08-12,PARK,Sunday,21,17,0,12,8,2007
2007-08-12,RICHMOND,Sunday,13,17,0,12,8,2007
2007-08-12,SOUTHERN,Sunday,61,17,0,12,8,2007
2007-08-12,TARAVAL,Sunday,24,17,0,12,8,2007
2007-08-12,TENDERLOIN,Sunday,43,17,0,12,8,2007
2007-08-20,BAYVIEW,Monday,44,19,0,20,8,2007
2007-08-20,CENTRAL,Monday,44,19,0,20,8,2007
2007-08-20,INGLESIDE,Monday,39,19,0,20,8,2007
2007-08-20,MISSION,Monday,45,19,0,20,8,2007
2007-08-20,NORTHERN,Monday,49,19,0,20,8,2007
2007-08-20,PARK,Monday,10,19,0,20,8,2007
2007-08-20,RICHMOND,Monday,22,19,0,20,8,2007
2007-08-20,SOUTHERN,Monday,68,19,0,20,8,2007
2007-08-20,TARAVAL,Monday,34,19,0,20,8,2007
2007-08-20,TENDERLOIN,Monday,55,19,0,20,8,2007
2007-08-21,BAYVIEW,Tuesday,39,20,0,21,8,2007
2007-08-21,CENTRAL,Tuesday,36,20,0,21,8,2007
2007-08-21,INGLESIDE,Tuesday,37,20,0,21,8,2007
2007-08-21,MISSION,Tuesday,62,20,0,21,8,2007
2007-08-21,NORTHERN,Tuesday,57,20,0,21,8,2007
2007-08-21,PARK,Tuesday,29,20,0,21,8,2007
2007-08-21,RICHMOND,Tuesday,11,20,0,21,8,2007
2007-08-21,SOUTHERN,Tuesday,79,20,0,21,8,2007
2007-08-21,TARAVAL,Tuesday,30,20,0,21,8,2007
2007-08-21,TENDERLOIN,Tuesday,43,20,0,21,8,2007
2007-08-22,BAYVIEW,Wednesday,37,19,0,22,8,2007
2007-08-22,CENTRAL,Wednesday,37,19,0,22,8,2007
2007-08-22,INGLESIDE,Wednesday,38,19,0,22,8,2007
2007-08-22,MISSION,Wednesday,49,19,0,22,8,2007
2007-08-22,NORTHERN,Wednesday,34,19,0,22,8,2007
2007-08-22,PARK,Wednesday,20,19,0,22,8,2007
2007-08-22,RICHMOND,Wednesday,22,19,0,22,8,2007
2007-08-22,SOUTHERN,Wednesday,70,19,0,22,8,2007
2007-08-22,TARAVAL,Wednesday,31,19,0,22,8,2007
2007-08-22,TENDERLOIN,Wednesday,55,19,0,22,8,2007
2007-08-23,BAYVIEW,Thursday,42,19,0,23,8,2007
2007-08-23,CENTRAL,Thursday,41,19,0,23,8,2007
2007-08-23,INGLESIDE,Thursday,24,19,0,23,8,2007
2007-08-23,MISSION,Thursday,37,19,0,23,8,2007
2007-08-23,NORTHERN,Thursday,51,19,0,23,8,2007
2007-08-23,PARK,Thursday,26,19,0,23,8,2007
2007-08-23,RICHMOND,Thursday,20,19,0,23,8,2007
2007-08-23,SOUTHERN,Thursday,90,19,0,23,8,2007
2007-08-23,TARAVAL,Thursday,23,19,0,23,8,2007
2007-08-23,TENDERLOIN,Thursday,34,19,0,23,8,2007
2007-08-24,BAYVIEW,Friday,40,19,0,24,8,2007
2007-08-24,CENTRAL,Friday,40,19,0,24,8,2007
2007-08-24,INGLESIDE,Friday,20,19,0,24,8,2007
2007-08-24,MISSION,Friday,46,19,0,24,8,2007
2007-08-24,NORTHERN,Friday,51,19,0,24,8,2007
2007-08-24,PARK,Friday,16,19,0,24,8,2007
2007-08-24,RICHMOND,Friday,19,19,0,24,8,2007
2007-08-24,SOUTHERN,Friday,73,19,0,24,8,2007
2007-08-24,TARAVAL,Friday,44,19,0,24,8,2007
2007-08-24,TENDERLOIN,Friday,24,19,0,24,8,2007
2007-08-25,BAYVIEW,Saturday,27,19,0,25,8,2007
2007-08-25,CENTRAL,Saturday,58,19,0,25,8,2007
2007-08-25,INGLESIDE,Saturday,32,19,0,25,8,2007
2007-08-25,MISSION,Saturday,42,19,0,25,8,2007
2007-08-25,NORTHERN,Saturday,62,19,0,25,8,2007
2007-08-25,PARK,Saturday,17,19,0,25,8,2007
2007-08-25,RICHMOND,Saturday,24,19,0,25,8,2007
2007-08-25,SOUTHERN,Saturday,79,19,0,25,8,2007
2007-08-25,TARAVAL,Saturday,24,19,0,25,8,2007
2007-08-25,TENDERLOIN,Saturday,44,19,0,25,8,2007
2007-08-26,BAYVIEW,Sunday,25,18,0,26,8,2007
2007-08-26,CENTRAL,Sunday,46,18,0,26,8,2007
2007-08-26,INGLESIDE,Sunday,30,18,0,26,8,2007
2007-08-26,MISSION,Sunday,49,18,0,26,8,2007
2007-08-26,NORTHERN,Sunday,37,18,0,26,8,2007
2007-08-26,PARK,Sunday,15,18,0,26,8,2007
2007-08-26,RICHMOND,Sunday,20,18,0,26,8,2007
2007-08-26,SOUTHERN,Sunday,57,18,0,26,8,2007
2007-08-26,TARAVAL,Sunday,22,18,0,26,8,2007
2007-08-26,TENDERLOIN,Sunday,41,18,0,26,8,2007
2007-09-03,BAYVIEW,Monday,25,18,0,3,9,2007
2007-09-03,CENTRAL,Monday,29,18,0,3,9,2007
2007-09-03,INGLESIDE,Monday,33,18,0,3,9,2007
2007-09-03,MISSION,Monday,33,18,0,3,9,2007
2007-09-03,NORTHERN,Monday,38,18,0,3,9,2007
2007-09-03,PARK,Monday,13,18,0,3,9,2007
2007-09-03,RICHMOND,Monday,10,18,0,3,9,2007
2007-09-03,SOUTHERN,Monday,71,18,0,3,9,2007
2007-09-03,TARAVAL,Monday,22,18,0,3,9,2007
2007-09-03,TENDERLOIN,Monday,40,18,0,3,9,2007
2007-09-04,BAYVIEW,Tuesday,35,18,0,4,9,2007
2007-09-04,CENTRAL,Tuesday,22,18,0,4,9,2007
2007-09-04,INGLESIDE,Tuesday,51,18,0,4,9,2007
2007-09-04,MISSION,Tuesday,39,18,0,4,9,2007
2007-09-04,NORTHERN,Tuesday,36,18,0,4,9,2007
2007-09-04,PARK,Tuesday,18,18,0,4,9,2007
2007-09-04,RICHMOND,Tuesday,9,18,0,4,9,2007
2007-09-04,SOUTHERN,Tuesday,81,18,0,4,9,2007
2007-09-04,TARAVAL,Tuesday,39,18,0,4,9,2007
2007-09-04,TENDERLOIN,Tuesday,57,18,0,4,9,2007
2007-09-05,BAYVIEW,Wednesday,38,23,0,5,9,2007
2007-09-05,CENTRAL,Wednesday,33,23,0,5,9,2007
2007-09-05,INGLESIDE,Wednesday,20,23,0,5,9,2007
2007-09-05,MISSION,Wednesday,54,23,0,5,9,2007
2007-09-05,NORTHERN,Wednesday,72,23,0,5,9,2007
2007-09-05,PARK,Wednesday,24,23,0,5,9,2007
2007-09-05,RICHMOND,Wednesday,11,23,0,5,9,2007
2007-09-05,SOUTHERN,Wednesday,59,23,0,5,9,2007
2007-09-05,TARAVAL,Wednesday,14,23,0,5,9,2007
2007-09-05,TENDERLOIN,Wednesday,77,23,0,5,9,2007
2007-09-06,BAYVIEW,Thursday,44,21,0,6,9,2007
2007-09-06,CENTRAL,Thursday,36,21,0,6,9,2007
2007-09-06,INGLESIDE,Thursday,32,21,0,6,9,2007
2007-09-06,MISSION,Thursday,60,21,0,6,9,2007
2007-09-06,NORTHERN,Thursday,48,21,0,6,9,2007
2007-09-06,PARK,Thursday,23,21,0,6,9,2007
2007-09-06,RICHMOND,Thursday,26,21,0,6,9,2007
2007-09-06,SOUTHERN,Thursday,64,21,0,6,9,2007
2007-09-06,TARAVAL,Thursday,39,21,0,6,9,2007
2007-09-06,TENDERLOIN,Thursday,46,21,0,6,9,2007
2007-09-07,BAYVIEW,Friday,55,19,0,7,9,2007
2007-09-07,CENTRAL,Friday,37,19,0,7,9,2007
2007-09-07,INGLESIDE,Friday,32,19,0,7,9,2007
2007-09-07,MISSION,Friday,53,19,0,7,9,2007
2007-09-07,NORTHERN,Friday,50,19,0,7,9,2007
2007-09-07,PARK,Friday,30,19,0,7,9,2007
2007-09-07,RICHMOND,Friday,25,19,0,7,9,2007
2007-09-07,SOUTHERN,Friday,63,19,0,7,9,2007
2007-09-07,TARAVAL,Friday,43,19,0,7,9,2007
2007-09-07,TENDERLOIN,Friday,54,19,0,7,9,2007
2007-09-08,BAYVIEW,Saturday,42,17,0,8,9,2007
2007-09-08,CENTRAL,Saturday,56,17,0,8,9,2007
2007-09-08,INGLESIDE,Saturday,34,17,0,8,9,2007
2007-09-08,MISSION,Saturday,44,17,0,8,9,2007
2007-09-08,NORTHERN,Saturday,46,17,0,8,9,2007
2007-09-08,PARK,Saturday,22,17,0,8,9,2007
2007-09-08,RICHMOND,Saturday,19,17,0,8,9,2007
2007-09-08,SOUTHERN,Saturday,64,17,0,8,9,2007
2007-09-08,TARAVAL,Saturday,23,17,0,8,9,2007
2007-09-08,TENDERLOIN,Saturday,48,17,0,8,9,2007
2007-09-09,BAYVIEW,Sunday,37,18,0,9,9,2007
2007-09-09,CENTRAL,Sunday,39,18,0,9,9,2007
2007-09-09,INGLESIDE,Sunday,37,18,0,9,9,2007
2007-09-09,MISSION,Sunday,64,18,0,9,9,2007
2007-09-09,NORTHERN,Sunday,51,18,0,9,9,2007
2007-09-09,PARK,Sunday,19,18,0,9,9,2007
2007-09-09,RICHMOND,Sunday,23,18,0,9,9,2007
2007-09-09,SOUTHERN,Sunday,95,18,0,9,9,2007
2007-09-09,TARAVAL,Sunday,27,18,0,9,9,2007
2007-09-09,TENDERLOIN,Sunday,47,18,0,9,9,2007
2007-09-17,BAYVIEW,Monday,42,17,0,17,9,2007
2007-09-17,CENTRAL,Monday,33,17,0,17,9,2007
2007-09-17,INGLESIDE,Monday,48,17,0,17,9,2007
2007-09-17,MISSION,Monday,57,17,0,17,9,2007
2007-09-17,NORTHERN,Monday,54,17,0,17,9,2007
2007-09-17,PARK,Monday,26,17,0,17,9,2007
2007-09-17,RICHMOND,Monday,22,17,0,17,9,2007
2007-09-17,SOUTHERN,Monday,80,17,0,17,9,2007
2007-09-17,TARAVAL,Monday,27,17,0,17,9,2007
2007-09-17,TENDERLOIN,Monday,46,17,0,17,9,2007
2007-09-18,BAYVIEW,Tuesday,34,16,0,18,9,2007
2007-09-18,CENTRAL,Tuesday,38,16,0,18,9,2007
2007-09-18,INGLESIDE,Tuesday,39,16,0,18,9,2007
2007-09-18,MISSION,Tuesday,50,16,0,18,9,2007
2007-09-18,NORTHERN,Tuesday,45,16,0,18,9,2007
2007-09-18,PARK,Tuesday,24,16,0,18,9,2007
2007-09-18,RICHMOND,Tuesday,13,16,0,18,9,2007
2007-09-18,SOUTHERN,Tuesday,52,16,0,18,9,2007
2007-09-18,TARAVAL,Tuesday,24,16,0,18,9,2007
2007-09-18,TENDERLOIN,Tuesday,47,16,0,18,9,2007
2007-09-19,BAYVIEW,Wednesday,26,16,0,19,9,2007
2007-09-19,CENTRAL,Wednesday,32,16,0,19,9,2007
2007-09-19,INGLESIDE,Wednesday,33,16,0,19,9,2007
2007-09-19,MISSION,Wednesday,59,16,0,19,9,2007
2007-09-19,NORTHERN,Wednesday,32,16,0,19,9,2007
2007-09-19,PARK,Wednesday,15,16,0,19,9,2007
2007-09-19,RICHMOND,Wednesday,28,16,0,19,9,2007
2007-09-19,SOUTHERN,Wednesday,52,16,0,19,9,2007
2007-09-19,TARAVAL,Wednesday,19,16,0,19,9,2007
2007-09-19,TENDERLOIN,Wednesday,45,16,0,19,9,2007
2007-09-20,BAYVIEW,Thursday,41,16,0,20,9,2007
2007-09-20,CENTRAL,Thursday,34,16,0,20,9,2007
2007-09-20,INGLESIDE,Thursday,25,16,0,20,9,2007
2007-09-20,MISSION,Thursday,53,16,0,20,9,2007
2007-09-20,NORTHERN,Thursday,50,16,0,20,9,2007
2007-09-20,PARK,Thursday,12,16,0,20,9,2007
2007-09-20,RICHMOND,Thursday,18,16,0,20,9,2007
2007-09-20,SOUTHERN,Thursday,67,16,0,20,9,2007
2007-09-20,TARAVAL,Thursday,33,16,0,20,9,2007
2007-09-20,TENDERLOIN,Thursday,60,16,0,20,9,2007
2007-09-21,BAYVIEW,Friday,46,18,0,21,9,2007
2007-09-21,CENTRAL,Friday,38,18,0,21,9,2007
2007-09-21,INGLESIDE,Friday,26,18,0,21,9,2007
2007-09-21,MISSION,Friday,54,18,0,21,9,2007
2007-09-21,NORTHERN,Friday,77,18,0,21,9,2007
2007-09-21,PARK,Friday,28,18,0,21,9,2007
2007-09-21,RICHMOND,Friday,23,18,0,21,9,2007
2007-09-21,SOUTHERN,Friday,55,18,0,21,9,2007
2007-09-21,TARAVAL,Friday,35,18,0,21,9,2007
2007-09-21,TENDERLOIN,Friday,44,18,0,21,9,2007
2007-09-22,BAYVIEW,Saturday,54,16,0,22,9,2007
2007-09-22,CENTRAL,Saturday,43,16,0,22,9,2007
2007-09-22,INGLESIDE,Saturday,25,16,0,22,9,2007
2007-09-22,MISSION,Saturday,42,16,0,22,9,2007
2007-09-22,NORTHERN,Saturday,33,16,0,22,9,2007
2007-09-22,PARK,Saturday,21,16,0,22,9,2007
2007-09-22,RICHMOND,Saturday,18,16,0,22,9,2007
2007-09-22,SOUTHERN,Saturday,61,16,0,22,9,2007
2007-09-22,TARAVAL,Saturday,32,16,0,22,9,2007
2007-09-22,TENDERLOIN,Saturday,38,16,0,22,9,2007
2007-09-23,BAYVIEW,Sunday,45,16,1,23,9,2007
2007-09-23,CENTRAL,Sunday,37,16,1,23,9,2007
2007-09-23,INGLESIDE,Sunday,32,16,1,23,9,2007
2007-09-23,MISSION,Sunday,63,16,1,23,9,2007
2007-09-23,NORTHERN,Sunday,43,16,1,23,9,2007
2007-09-23,PARK,Sunday,20,16,1,23,9,2007
2007-09-23,RICHMOND,Sunday,11,16,1,23,9,2007
2007-09-23,SOUTHERN,Sunday,55,16,1,23,9,2007
2007-09-23,TARAVAL,Sunday,35,16,1,23,9,2007
2007-09-23,TENDERLOIN,Sunday,40,16,1,23,9,2007
2007-10-01,BAYVIEW,Monday,35,17,0,1,10,2007
2007-10-01,CENTRAL,Monday,48,17,0,1,10,2007
2007-10-01,INGLESIDE,Monday,40,17,0,1,10,2007
2007-10-01,MISSION,Monday,89,17,0,1,10,2007
2007-10-01,NORTHERN,Monday,48,17,0,1,10,2007
2007-10-01,PARK,Monday,25,17,0,1,10,2007
2007-10-01,RICHMOND,Monday,23,17,0,1,10,2007
2007-10-01,SOUTHERN,Monday,57,17,0,1,10,2007
2007-10-01,TARAVAL,Monday,45,17,0,1,10,2007
2007-10-01,TENDERLOIN,Monday,43,17,0,1,10,2007
2007-10-02,BAYVIEW,Tuesday,32,19,0,2,10,2007
2007-10-02,CENTRAL,Tuesday,29,19,0,2,10,2007
2007-10-02,INGLESIDE,Tuesday,46,19,0,2,10,2007
2007-10-02,MISSION,Tuesday,55,19,0,2,10,2007
2007-10-02,NORTHERN,Tuesday,44,19,0,2,10,2007
2007-10-02,PARK,Tuesday,16,19,0,2,10,2007
2007-10-02,RICHMOND,Tuesday,31,19,0,2,10,2007
2007-10-02,SOUTHERN,Tuesday,46,19,0,2,10,2007
2007-10-02,TARAVAL,Tuesday,33,19,0,2,10,2007
2007-10-02,TENDERLOIN,Tuesday,53,19,0,2,10,2007
2007-10-03,BAYVIEW,Wednesday,42,16,0,3,10,2007
2007-10-03,CENTRAL,Wednesday,34,16,0,3,10,2007
2007-10-03,INGLESIDE,Wednesday,46,16,0,3,10,2007
2007-10-03,MISSION,Wednesday,44,16,0,3,10,2007
2007-10-03,NORTHERN,Wednesday,62,16,0,3,10,2007
2007-10-03,PARK,Wednesday,25,16,0,3,10,2007
2007-10-03,RICHMOND,Wednesday,16,16,0,3,10,2007
2007-10-03,SOUTHERN,Wednesday,65,16,0,3,10,2007
2007-10-03,TARAVAL,Wednesday,36,16,0,3,10,2007
2007-10-03,TENDERLOIN,Wednesday,38,16,0,3,10,2007
2007-10-04,BAYVIEW,Thursday,29,15,0,4,10,2007
2007-10-04,CENTRAL,Thursday,30,15,0,4,10,2007
2007-10-04,INGLESIDE,Thursday,44,15,0,4,10,2007
2007-10-04,MISSION,Thursday,43,15,0,4,10,2007
2007-10-04,NORTHERN,Thursday,52,15,0,4,10,2007
2007-10-04,PARK,Thursday,16,15,0,4,10,2007
2007-10-04,RICHMOND,Thursday,12,15,0,4,10,2007
2007-10-04,SOUTHERN,Thursday,61,15,0,4,10,2007
2007-10-04,TARAVAL,Thursday,40,15,0,4,10,2007
2007-10-04,TENDERLOIN,Thursday,54,15,0,4,10,2007
2007-10-05,BAYVIEW,Friday,27,13,0,5,10,2007
2007-10-05,CENTRAL,Friday,40,13,0,5,10,2007
2007-10-05,INGLESIDE,Friday,29,13,0,5,10,2007
2007-10-05,MISSION,Friday,35,13,0,5,10,2007
2007-10-05,NORTHERN,Friday,33,13,0,5,10,2007
2007-10-05,PARK,Friday,15,13,0,5,10,2007
2007-10-05,RICHMOND,Friday,24,13,0,5,10,2007
2007-10-05,SOUTHERN,Friday,47,13,0,5,10,2007
2007-10-05,TARAVAL,Friday,33,13,0,5,10,2007
2007-10-05,TENDERLOIN,Friday,55,13,0,5,10,2007
2007-10-06,BAYVIEW,Saturday,36,14,0,6,10,2007
2007-10-06,CENTRAL,Saturday,37,14,0,6,10,2007
2007-10-06,INGLESIDE,Saturday,29,14,0,6,10,2007
2007-10-06,MISSION,Saturday,55,14,0,6,10,2007
2007-10-06,NORTHERN,Saturday,42,14,0,6,10,2007
2007-10-06,PARK,Saturday,16,14,0,6,10,2007
2007-10-06,RICHMOND,Saturday,14,14,0,6,10,2007
2007-10-06,SOUTHERN,Saturday,90,14,0,6,10,2007
2007-10-06,TARAVAL,Saturday,26,14,0,6,10,2007
2007-10-06,TENDERLOIN,Saturday,36,14,0,6,10,2007
2007-10-07,BAYVIEW,Sunday,36,16,1,7,10,2007
2007-10-07,CENTRAL,Sunday,54,16,1,7,10,2007
2007-10-07,INGLESIDE,Sunday,36,16,1,7,10,2007
2007-10-07,MISSION,Sunday,63,16,1,7,10,2007
2007-10-07,NORTHERN,Sunday,51,16,1,7,10,2007
2007-10-07,PARK,Sunday,19,16,1,7,10,2007
2007-10-07,RICHMOND,Sunday,22,16,1,7,10,2007
2007-10-07,SOUTHERN,Sunday,71,16,1,7,10,2007
2007-10-07,TARAVAL,Sunday,17,16,1,7,10,2007
2007-10-07,TENDERLOIN,Sunday,45,16,1,7,10,2007
2007-10-15,BAYVIEW,Monday,38,15,0,15,10,2007
2007-10-15,CENTRAL,Monday,44,15,0,15,10,2007
2007-10-15,INGLESIDE,Monday,43,15,0,15,10,2007
2007-10-15,MISSION,Monday,55,15,0,15,10,2007
2007-10-15,NORTHERN,Monday,30,15,0,15,10,2007
2007-10-15,PARK,Monday,21,15,0,15,10,2007
2007-10-15,RICHMOND,Monday,27,15,0,15,10,2007
2007-10-15,SOUTHERN,Monday,73,15,0,15,10,2007
2007-10-15,TARAVAL,Monday,37,15,0,15,10,2007
2007-10-15,TENDERLOIN,Monday,58,15,0,15,10,2007
2007-10-16,BAYVIEW,Tuesday,34,15,0,16,10,2007
2007-10-16,CENTRAL,Tuesday,31,15,0,16,10,2007
2007-10-16,INGLESIDE,Tuesday,32,15,0,16,10,2007
2007-10-16,MISSION,Tuesday,46,15,0,16,10,2007
2007-10-16,NORTHERN,Tuesday,31,15,0,16,10,2007
2007-10-16,PARK,Tuesday,21,15,0,16,10,2007
2007-10-16,RICHMOND,Tuesday,18,15,0,16,10,2007
2007-10-16,SOUTHERN,Tuesday,73,15,0,16,10,2007
2007-10-16,TARAVAL,Tuesday,34,15,0,16,10,2007
2007-10-16,TENDERLOIN,Tuesday,43,15,0,16,10,2007
2007-10-17,BAYVIEW,Wednesday,43,15,0,17,10,2007
2007-10-17,CENTRAL,Wednesday,27,15,0,17,10,2007
2007-10-17,INGLESIDE,Wednesday,36,15,0,17,10,2007
2007-10-17,MISSION,Wednesday,51,15,0,17,10,2007
2007-10-17,NORTHERN,Wednesday,43,15,0,17,10,2007
2007-10-17,PARK,Wednesday,13,15,0,17,10,2007
2007-10-17,RICHMOND,Wednesday,10,15,0,17,10,2007
2007-10-17,SOUTHERN,Wednesday,83,15,0,17,10,2007
2007-10-17,TARAVAL,Wednesday,38,15,0,17,10,2007
2007-10-17,TENDERLOIN,Wednesday,49,15,0,17,10,2007
2007-10-18,BAYVIEW,Thursday,28,16,0,18,10,2007
2007-10-18,CENTRAL,Thursday,44,16,0,18,10,2007
2007-10-18,INGLESIDE,Thursday,33,16,0,18,10,2007
2007-10-18,MISSION,Thursday,46,16,0,18,10,2007
2007-10-18,NORTHERN,Thursday,44,16,0,18,10,2007
2007-10-18,PARK,Thursday,27,16,0,18,10,2007
2007-10-18,RICHMOND,Thursday,24,16,0,18,10,2007
2007-10-18,SOUTHERN,Thursday,70,16,0,18,10,2007
2007-10-18,TARAVAL,Thursday,32,16,0,18,10,2007
2007-10-18,TENDERLOIN,Thursday,57,16,0,18,10,2007
2007-10-19,BAYVIEW,Friday,45,18,0,19,10,2007
2007-10-19,CENTRAL,Friday,52,18,0,19,10,2007
2007-10-19,INGLESIDE,Friday,25,18,0,19,10,2007
2007-10-19,MISSION,Friday,31,18,0,19,10,2007
2007-10-19,NORTHERN,Friday,52,18,0,19,10,2007
2007-10-19,PARK,Friday,18,18,0,19,10,2007
